GPE 3d  N=96^3  L=32  dx=0.333  d=6  a=1  dt=0.02;  xi = 1, c = 1, Gamma = 2pi;  imaginary-time relax 1.0;  setup 7s
E_total 946.73605 = E_ki 579.57335 + E_kc 13.68983 + E_q 112.43789 + E_int 242.75334  (decomposition residual 1.8e-03)
   t     E_tot rel err    E_ki       E_kc       E_q        E_int     seam gap   slices cut by all 4   L1 line length
  0.0   +0.00e+00       579.57335    13.68983    112.43789    242.75334      3.49        1.000                144.0   (7s)
  0.3   -6.64e-08       580.45384    13.65549    111.24516    242.06729      3.48        1.000                144.0   (9s)
  0.5   -1.96e-07       582.51394    13.58640    109.41063    240.42456      3.47        1.000                144.0   (11s)
  0.8   -3.45e-07       585.44895    13.53183    107.86016    237.83039      3.45        1.000                144.0   (12s)
  1.0   -4.66e-07       588.34546    13.59576    107.31597    234.95931      3.44        1.000                144.0   (14s)
  1.3   -5.74e-07       591.39855    13.84254    107.82763    231.60049      3.42        1.000                144.0   (16s)
  1.5   -6.55e-07       593.90679    14.17546    108.82402    228.45854      3.39        1.000                146.7   (18s)
  1.8   -7.29e-07       596.28697    14.49014    109.58986    225.16122      3.35        1.000                146.7   (19s)
  2.0   -7.87e-07       598.31877    14.65392    110.24278    222.30829      3.33        1.000                149.3   (21s)
  2.3   -8.40e-07       600.19513    14.84082    111.17425    219.48893      3.30        1.000                149.3   (23s)
  2.5   -8.85e-07       601.63540    15.04787    112.42061    217.16893      3.28        1.000                149.3   (25s)
  2.8   -9.26e-07       602.93490    15.35146    114.13548    214.97651      3.27        1.000                149.3   (26s)
  3.0   -9.59e-07       603.93291    15.39785    114.50102    213.24658      3.24        1.000                149.3   (28s)
  3.3   -9.91e-07       604.81133    15.19854    113.99093    211.67552      3.20        1.000                149.3   (30s)
  3.5   -1.01e-06       605.51476    14.99949    113.81716    210.48241      3.18        1.000                149.3   (31s)
  3.8   -1.02e-06       606.00817    14.79949    114.02940    209.42179      3.16        1.000                149.3   (33s)
  4.0   -1.03e-06       606.38192    14.83537    114.95912    208.59967      3.14        1.000                149.3   (35s)
  4.3   -1.05e-06       606.71149    15.01631    116.19060    207.82972      3.11        1.000                152.0   (37s)
  4.5   -1.09e-06       606.99344    14.86031    116.73231    207.22014      3.08        1.000                152.0   (38s)
  4.8   -1.13e-06       607.19380    14.70347    117.10686    206.69555      3.05        1.000                152.0   (40s)
  5.0   -1.13e-06       607.42981    14.53031    117.79445    206.35448      3.02        1.000                152.0   (42s)
  5.3   -1.10e-06       607.82430    14.24212    118.70751    206.09617      3.00        1.000                152.0   (43s)
  5.5   -1.07e-06       608.12630    13.95361    118.74732    205.86827      2.98        1.000                152.0   (45s)
  5.8   -1.07e-06       608.53987    13.55942    118.27955    205.53871      2.94        1.000                152.0   (47s)
  6.0   -1.09e-06       609.00540    13.22796    117.70193    205.12605      2.91        1.000                152.0   (49s)
  6.3   -1.11e-06       609.46874    13.15246    117.04600    204.57230      2.88        1.000                152.0   (50s)
  6.5   -1.11e-06       609.81389    13.43419    117.10134    203.97372      2.87        1.000                152.0   (52s)
  6.8   -1.10e-06       610.15364    14.04701    117.96764    203.21720      2.85        1.000                152.0   (54s)
